review,sentiment
"I mean really. This is not going to help the Australian film industry to make this kind of film with no values of any kind. Okay, if you're a stoner and have nothing better to do, then maybe. I think film-makers from here should try to show the rest of the world what great talented people we have, and this is not the vehicle for it. Come on now, this film is just tacky.",negative
"Film Noire is a genre that requires a certain level of tact, cleverness, intellect, and imagery. This movie has none of that, though they really tried hard with the imagery.<br /><br />It's the kind of movie that your cousin Marky the dump truck driver, who's always talking about how he's going to make it big in the movies someday, would make.<br /><br />The dialogue is wooden and lifeless. The visuals, while obviously expensive to make, are the work of a director who has tried to be clever and failed miserably due to a severe lack in cerebral ability. The acting ranged from sub-par to just plain bad. The story might have been salvaged by a real writer and director, but I suspect that such people would not have touched it with a barge pole.<br /><br />About 1/4 of the way through, I noticed striking similarities with the scene in Sim0ne where Viktor, desperate to be rid of his actress, makes the world's worst movie. I figured I'd check IMDb to see if a similar effect has occurred in this movie, and to my surprise it has. I'd almost be tempted to give a 2 out of 10 just because it's exposed the pretentious groupies, but I won't. It's that bad.",negative
"To say I wasn't expecting much sitting down to watch ""The Couch Trip"" is an understatement. I had no idea what it was about - I thought it was going to be a journey into the realm of sexuality when I heard Chevy Chase played a condom man and the movie's title involves the word ""couch trip,"" *wink, wink.* Then I figured out that it had something to do with a mental institute and a patient escaping. My expectations dropped even lower.<br /><br />I was literally expecting a grin movie - the type where you grin once and walk out feeling a bit cheated. And in a way, this is cheap comedy - it doesn't have the greatest gags, the plot is ludicrous, but you know what? I had a big dumb smile on my face the entire time I was watching it.<br /><br />Dan Aykroyd plays John Burns, a patient at a mental hospital who may or may not actually be mental. He gives the psychiatrist, Lawrence Baird (David Clennon), plenty of grief and misery, which leads us to believe he is a sane person after all.<br /><br />Following a little bit of a riot in the mental institute's cafeteria, Burns is awaiting a tongue-lashing from Baird in his office when the phone rings. Burns picks it up, pretends to be Baird, and finds out the caller on the other line, Harvey Michaels (Richard Romanus), wants the real Dr. Baird to come fill in for a radio shrink named George Maitlin (Charles Grodin), who is taking a vacation with his wife, Vera (Mary Gross). Michaels wants Baird so bad he has even booked him a ticket on an airplane.<br /><br />Burns escapes the institute with the help of a receptionist, and drives to O'Hare. He gets Dr. Baird's ticket, gets on the plane, and eventually poses on the air as Dr. Baird. His show is a phenomenal success. ""People love him!"" one man says, and the other man replies, ""It's because he actually cares about them.""<br /><br />Donald Becker (the late, great Walter Matthau) is an ex-mental patient who recognizes Burns' clothes to be confinement-issued pants and shirts. To keep him quiet, Burns promises Becker a percentage of his income. The secret is kept closed.<br /><br />Meanwhile, Maitlin and his wife get in an argument. He flies home to end his vacation short and realizes that the man on his talk show is not, in fact, Dr. Baird after all, but no one believes him. He gets the real Dr. Baird, but unfortunately he has lost his ID so the police take them as nutcases and don't listen to their story.<br /><br />Let me name just a few of the plot holes I noticed while watching this film: Burns poses as Dr. Baird, but is never asked for his ID, even when claiming his plane ticket (he was robbed, he says, but they would still make sure he is Baird). If Burns becomes so very famous, how come the real Dr. Baird in Chicago never heard people talking about him? Word travels. And finally, why would the police ever arrest Maitlin and Baird (the real Baird, that is) without following up on their stories?<br /><br />To be frankly honest, I couldn't care less. I went into this movie with a closed mind and it surprised me - I really liked it. It entertained me. Its ideas are essentially ludicrous and not at all realistic, but Dan Aykroyd gives a truly spirited performance as a half-a-loon that makes ""The Couch Trip"" a trip worth taking. <br /><br />3.5/5 stars -<br /><br />John Ulmer",positive
"You know those movies that are so unspeakably bad that you have to laugh? Half-caste wasn't one of them. Which sounds good, right? But no, it's not. It's not a bad attempt at a horror movie that's fun to watch because it's lame, or not well acted, or has bad special effects or anything else like that. No, Half-caste is just plain boring. They don't even make an attempt to be scary until the last 20 minutes are so. It's just kids running around in the African bush country and getting high off of elephant dung for the first 75% of the movie, and it's not even funny. The last 20 minutes, though, are HILARIOUS. I have no idea what happened, but it was really fun to watch that CGI leopard rip out the throats of all of those white guys I couldn't tell apart anyway. If you're in the mood for a bad horror movie, don't rent this one, because you'll go to sleep before they get to the fun stuff. If you do accidentally rent this movie, I'd recommend fast forwarding to the end, and skipping any scene that happens in daylight. You won't miss anything. You won't have any idea which character is which or exactly what is going on even if you do watch all of the back-story.",negative
"I first saw this movie as a pre-teen, about the age when kids start to think through their identity. I was greatly affected by the scene of the man and the children who he raises as his own. The eldest boy has been taunted that his mother is a prostitute and none of his siblings have the same biological father (which Kurosawa makes obvious by having children who look nothing like each other). The man still persuades tho boy that he is their father by the only definition that counts. The man is acclaimed to be father by all of the children but one, who still prefers her brother.<br /><br />Each of the vignettes are likewise compelling for their own stories and conclusions.<br /><br />It's a great film, even if it is not the greatest Kurosawa film.",positive
"What made the original Killer Tomatoes fun was it was made by people with no budget who were just being wacky for a couple of days...<br /><br />This was something with a budget, but it just wasn't as much fun. John Astin of Adams Family fame is actually making an effort here to be comedic, but he is supported by lame actors, cheap special effects and unfunny gags.<br /><br />The plot. Dr. Gangrene (Astin) escapes from a French prison and decides he is going to put a pretender on the throne of France... The hero, his French girlfriend and the Gizmo-like ""Fuzzy Tomato"" decide they are going to stop him...<br /><br />Forgettable Direct to Video nonsense...",negative
"I saw one of the stage performances in Denver and have never been less impressed. The word ""vagina"" says it all. A body part. Nothing shocking here. I could say to my doctor, ""My left arm has been hurting a bit after tennis"" or ""My vagina hurts after cycling"" with equal or more social commentary. It could be the ""Tricep Monologues"" for all the entertainment or radical comment I heard. The monologues were dull but delivered with drama, the topics were outdated, and I was alternately bored and annoyed. Once I think I laughed but apparently it wasn't when I was supposed to. Surely this isn't really a hit. Oh, and spoilers: there was a LESBIAN! - oh, wait, maybe not, come to think of it. And Inappropriate Fondling! And a Crack Mama! That about covers it.",negative
"I'm sorry guys, all who thought this film could be something great, I'm afraid you would be disappointed.<br /><br />The standard, the movie wanted to set is completely ruined by some very simple plot. So simple, that the movie is not evolving until the end. I asked myself if the plot wasn't about the action but about the main character (played by Mickey Rourke), but I found that the character was inconsistent - either he is a professional killer or some guilt haunted brother. But both don't go together, because the kid he tries to guide poses him in dangerous situations where no professional killer would put himself. Now, Joseph Gordon-Levitt, is a good looking actor, but he played his character a little unnatural. I didn't believe his acting, it looked like the director tried to pull out of him some personality he couldn't provide. And he didn't have to, because his less crazy behavior was creepy enough. The only one whose acting was great, was Diane Lane. If not her, i would give this movie 1 star.<br /><br />In conclusion, I expected to see some well played movie and some interesting plot. And I completely blew it with my high expectations.",negative
"Moonwalker is such a great movie, from start to finish you cant take your eyes away. i love all the clips of Michael singing and dancing and I just love the 'studio tour' bit...soo funny :) And the 'mini movie' is to cool, with all the special FX etc...Michael is a genius and always will be!!!",positive
"The head of a common New York family, Jane Gail (as Mary Barton), works with her younger sister Ethel Grandin (as Loma Barton) at ""Smyrner's Candy Store"". After Ms. Grandin is abducted by dealers in the buying and selling of women as prostituted slaves, Ms. Gail and her policeman boyfriend Matt Moore (as Larry Burke) must rescue the virtue-threatened young woman.<br /><br />""Traffic in Souls"" has a reputation that is difficult to support - it isn't remarkably well done, and it doesn't show anything very unique in having a young woman's ""virtue"" threatened by sex traders. Perhaps, it can be supported as a film which dealt with the topic in a greater than customary length (claimed to have been ten reels, originally). The New York City location scenes are the main attraction, after all these years. The panning of the prisoners behind bars is memorable, because nothing else seems able to make the cameras move. <br /><br />**** Traffic in Souls (11/24/13) George Loane Tucker ~ Jane Gail, Matt Moore, Ethel Grandin",negative
"I don't know if I'd go as far as to say that this movie belongs to the 'Aussie trash' pile, but it's fair to say that there are no Academy Award nominees here. What must be considered is that most of the actors in this film weren't actually actors as such, just kids with nothing better to do at the time. There were many others that were offered roles in the film but turned them down to go surfing up the coast; all things taken into account, it really wasn't a bad movie for its time. In some respects it's really not unlike today's times, where peer pressure is still alive and kicking, just without the mobile phones, computers and other similar gadgets that kids lived without, unlike this generation. Anyway, I have to rate this flick as an old fave that I watch once in a blue moon and never take too seriously...",positive
"As a great admirer of Marlene Dietrich, I had to (finally) watch this very, very dull picture. It is Miss Dietrich's first color film, and the world's most beautiful blond is a redhead! Bad start. The story is a tremendous bore, involving a subject which itself bores bores me stiff: religious guilt. (Who needs it???) Suffice it to say, perhaps, that of all Dietrich's films (and I have seen most, including ""Pittsburgh"") this is the only one where even her performance is barely worth watching. The color photography is OK (this is a very early Technicolor release), but to no purpose. Ridiculous casting: C. Aubrey Smith, Basil Rathbone (enough said?). The only thing of any interest at all is John Carradine's outlandish caricature of a performance as ""The Sand Diviner,"" who foretells all that will happen. The supposed ""happy ending"" is one of the most depressing ever conceived. Yet another example of David O. Selznick's highly inflated reputation (did he ever make a really good film? -- other than That One?) And, for one final annoyance, the soundtrack of the MGM DVD is a mess, with volume levels seemingly randomized. Highly unrecommended.",negative
"They do... Each sequel is worst. You, who think that Ghoulies 2 or 3 need a 1, please, watch this sequel... You'll be wondering with the first three parts. Then you'll give a 10 to the first, 8 to the second and 5 or 6 to the other. That's because Ghoulies 4 really gets the big 1 (from me it does).",negative
"Honestly, I was a big fan on 'Stay Alive' trailer when it got released even some months before. I kept on telling my friend how this movie has a great story plot - and perhaps a good one. Anyway - this movie is somewhat below my expectations.<br /><br />The plot has a great potential, but how the story unfolds, along with the acting , directing and bad CGI - this film is a disaster. The ghost doesn't make any sense, and including the killings - its all just too hurried, creating a sense of 'unrealistic' in the audience's mind.<br /><br />This film could be scary for some audiences - but fear in a sense of shock (Due to the sound effect, etc) rather than enduring fear due to certain valid factors in the movie.<br /><br />You should re-consider watching this movie.",negative
"I watched Free Money last night & it was the longest 90+ minutes of my life. With such an intriguing cast, I really thought that I was in for a treat - especially since I'm a Brando fan. WRONG! What a waste of talent. It's almost embarrassing to watch at times (like the cattle prod scene), & there were so many missed opportunities for humorous setups (why didn't they show Charlie Sheen's character going back to tow Brando's truck?) Ugh. It tries to be a slapstick comedy, but I just wasn't buying into it. Skip this one. Only for die-hard Brando fans.<br /><br />I'm giving it 2 out of 10 because I still think the worse movie ever made was Skidoo.",negative
"This show is wonderful. It has some of the best writing I ever seen. It has brilliant directing by Dvid Trainer who also directed another smart television series called BOY MEETS WORLD.<br /><br />This show is with out a dought one of the greatest. Like THREE'S COMPANY, ROSEANNE, and the famous COSBY SHOW this will be on television for a long time to come.<br /><br />From it's perfectly crafted jokes to the great performances you would only dream of this is a wonderful show for people who lived in the seventies and the people who didn't. This show appeals to the young and the young at heart. A perfect show.",positive
"This movie is such a fine example of the greatness that is 80's entertainment. Oh don't get me wrong, most of the music back then sucked. I only ever liked the metal bands from the 80s. Bands that had some balls. Forget that whiny keyboard crap and all that 'life is horrible and I want to die' garbage. But the movies from the 80's are the best. They were all about nonsense and just having a good time. This movie exemplifies that! Party! Get naked! Get laid! WOOOOOOHOOOOO!",positive
"that kid a is such a babe; this movie was no Titan A.E.(of which it is in many ways modeled after) but still came off as entertaining, the fact this lost to a piece of monkey crap like Tomb raider makes wanna cry; includes some of the most entertaining characters i've seen in disney film",positive
"this is a classic American movie in combination with comedy, romance & dream. you may say:' there have been lots of these kind of films already. but just believe me, you'll find this a good one because it's well directed, scripted and played. Amanda Bynes's just crazily amazing! she's humor, cute & charming both inside & outside the screen. she's the MAN indeed!!! the message i get from it is to pursue your own fairy tale. what i mean by'fairy tale' is not the one with prince & princess, but indicates 'faith'. namely, it tells us to hold your faith, dream & things that make you regret for your whole life if you don't do that. one of those movies you can't miss out in your life.",positive
"In the original French version, the jokes of Numérobis (great, funny voice - Jamel Debbrouze) are very funny.<br /><br />But in translated versions (I saw the German & English version) it's not half good than the original.<br /><br />But: goof Special Effects, almost the full comic (with differences, like the Figure of Lügnix (German name) is placed in an other comic book.<br /><br />Sure, the Asterix comic book are cult, but when you watch the animated comic movies from 1968 to 1998 you will see much better jokes, better story and the old ""charme"" and ""flair"" of the cult stories.<br /><br />For French speaking people I suggest to watch it in it's original version, with or without subtitles, where available in different languages.",positive
"This is good little shocker; not perfect by any stretch of the imagination, but tight, competent and disturbing. An excellent example of a simple idea developed into a compelling 90 minute script.<br /><br />The set up requires no bells and whistles, no lengthy exposition or wordy back story; Kate (Franka Pontente), a young German business woman living in London, drifts off whilst waiting for the last tube train. She awakens to find the place deserted, but quickly comes to realise that she is far from alone. Someone, or something, is down there with her and it's intentions are wholly malicious.<br /><br />In fact she encounters several other characters in her quest to survive, including a lecherous work colleague, a homeless couple and a caged sewage worker, all of whom add pace and substance to the plot. There is a slightly awkward gear change somewhere in the middle of the film when tension thriller mutates into gore fest, but nothing so clumsy as to slow the hectic pace. For those of you with weak dispositions this is likely to be a harrowing ride; for those of you who relish a bit of well executed carnal mayhem this should press all the right buttons.<br /><br />The climax of the film is perhaps less successful than the main body of the film, but it is punctuated with a nice moment of unexpected social commentary which provides a satisfying conclusion.<br /><br />Some may find themselves feeling somewhat cheated of a clear explanation as to the exact nature and history of the threat encountered by Kate and her confederates, however, for me this was not the case. A horror film writer should not need feel compelled to dot every i and cross every t, in the same way a writer of political thrillers might be expected to. There are enough clues here to give you a very pretty clear idea of what brought this evil into existence, making a detailed and conclusive solution superfluous. The retention of a certain sense of mystery is to be welcomed and reminds us that in this film the ride was always going to be more important than the exact destination.<br /><br />My understanding is that the budget for this film was, to say the least, minimal, in which case our applause for this British horror should be all the louder, for at no point does one have the impression of corners being cut or effects failing to deliver.<br /><br />If this sounds like your kind of film then it probably is. Buy a ticket and climb aboard.",positive
"Though I can't claim to be a comic book fanatic, I have read my share, so I guess I'm part of the audience of this film, and I wasn't disappointed. It does run out of steam near the end, it's almost overflowing with ideas, and it seems like Lena Olin, one of my favorite actresses, was left on the cutting room floor. Also, a little of Hank Azaria's Blue Raja can go a long way. Still, it's easy to forgive all of these faults when you have a film which is this much fun. All the actors seem to be having a blast with their roles, especially William H. Macy as the straight-arrow Shoveler, and Janeane Garofalo as The Bowler. And unlike some, I found the design of the city to make the joke even funnier. I also liked how disco was the music of choice of the bad guys; somehow, it seemed appropriate.",positive
"This movie is pretty cheesy, but I do give it credit for at least trying to provide some characterization for it's principles. There are some great moments in the film and the dialogue has some great moments as well.<br /><br />The aerial assault sequence is perhaps the best part of the movie.<br /><br />I guess I really like the idea of what lengths a veteran will go for a fellow veteran. Sure it's not all that well done, but the premise is not at all bad.<br /><br />Tom",positive
"Fantastic documentary. A movie within a movie. I'm so glad Block forged on after his Mother's death. Makes one wonder about the time and money spent in therapy. What might have happened if she didn't have that outlet? Did the therapist help her or just foster a dependency that kept his bank account flush? The audience needs to understand that divorce was less of an option in those days. She was a housewife - went to therapy instead of going to college or job training. She seemed to feel trapped by the situation. I wonder if the therapist ever tried to get her to think about what she could have done to change her situation and free herself? Meanwhile, wife #2 was just the opposite. She was out there, working with his Dad; ended her bad marriage, supported herself and appears to be a very confident, giving person. Whatever the state of the marriage, the Blocks did something right in raising 3 kids who could look at their parents' story, be OK with it and share it with us and maybe lead us to start conversations with our parents and spouses.",positive
"Stephane Rideau was already a star for his tour de force in ""Wild Reeds,"" and he is one of France's biggest indie stars. In this film, he plays Cedric, a local boy who meets vacationing Mathieu (newcomer Jamie Elkaim, in a stunning, nuanced, ethereal performance) at the beach. Mathieu has a complex relationship with his ill mother, demanding aunt and sister (with whom he has a competitive relationship). Soon, the two are falling in love.<br /><br />The film's fractured narrative -- which is comprised of lengthy flash-backs, bits and pieces of the present, and real-time forward-movement into the future -- is a little daunting. Director Sebastien Lifshitz doesn't signal which time-period we are in, and the story line can be difficult to follow. But stick it out: The film's final 45 minutes are so engrossing that you won't be able to take your eyes off the screen. By turns heart-breaking and uplifting, this film ranks with ""Beautiful Thing"" as must-see cinema.",positive
"Although the word megalmania is used a lot to describe Gene Kelly, and sometimes his dancing is way too stiff, you have to admit the guy knows how to put on a show. In American In Paris, he choreographs some outstanding numbers, some which stall the plot, but are nonetheless amazing to look at. (Check out Gene Kelly's ""Getting Out Of Bed Routine"" for starters)<br /><br />Gene Kelly stars as a GI who is based out of Paris, he stayed there to paint, soon he is a rich woman's gigolo, but he really LOVES SOMEONE ELSE! Hoary story sure, but the musical numbers save the show here! I really loved Georges Gu¨¦tary's voice work in this one. His 'Stairway to Paradise' and his duet with Le Gene on 'S Wonderful' is 's marvelous'. Oscar Levant and Leslie Caron I can take or leave. All in all, a pretty good, but not dynamite movie.",positive
"Excellent endearing film with Peter Falk and Paul Reiser joining forces as father and dad.<br /><br />Dad shows up one evening to state that after over 40 years of marriage, mom (Olympia Dukakis) has left him.<br /><br />The rest of the film depicts the father and son on a day trip to get dad's thoughts off what has occurred. With them away, the daughters can play detectives.<br /><br />The story shows the adventures of father and son in their discussion of life, what should have been, why mom was complaining about dad as they discuss their philosophies of life.<br /><br />We see an unexpected fishing trip and pool playing which leads to a near brawl. Both men seem to break out of their daily lives.<br /><br />The end is a downer as we learn why mom suddenly left. It becomes a story of courage and the human spirit in the face of adversity. It's never too late to change.",positive
"How this movie got made with a supposedly $70 million budget and without being completely retooled is beyond me. The storyline and dialogue are beyond amateurish. Characters say things no real person would ever say and almost never react to things that were said before. No one seems to be grounded in the real world. The acting of the leads is fine given that the writing is such a dud...but several actors in supporting roles really drag the production down. The hero's hair probably should've gotten its own credit, it was so oddly attention- grabbing...not to mention that it gave one of the better performances in the pic. Finally, for a movie about L.A. being besieged by giant reptiles, this film is shockingly boring. What a shame! If you do see this, your mind will be constantly racing, thinking up ways that you could have taken the SFX scenes and built a far better movie around them. Sadly, it wouldn't have taken much.",negative
"The week before I saw Iowa, I saw Art School Confidential, in which a pretentious student makes a film and can't decide whether he wants it to be art or violent exploitation. Iowa could be the film that he made. I can see elements of much better movies in Iowa - Spun and Natural Born Killers. However, in addition to artiness, both those movies had good character development and coherent story lines. Iowa. This movie stumbles to a preposterous end. I have to admit that it had consistency. This movie is bad from beginning to end and not particularly worse or better in any part. The actors all did what they could. Roseanna Arquette deserves better. She demonstrates that she is very talented, very funny, and very sexy. But why does she have to demonstrate it in this turd ball.",negative
"Margaret Mitchell spins in her grave every time somebody watches this mess! Fine costuming and sets can't even begin to overwhelm lackluster performances by Joanne Whalley (as the title character) and the ever-bland Timothy Dalton (as Rhett). Even worse than the acting--and perhaps partially explaining it--is the script, which is astoundingly cliched and predictable. Add to that hellishly bad script a score that'll have you cringing, and you've got a disaster I wouldn't wish on any viewer. SCARLETT is just amazingly lousy, and I can't imagine how it ever got made, much less made it to video.",negative
"Sure, 65 years have passed since Thalberg's last production was filmed. But fellow IMDB members, come on, this movie is surely one of the masterpieces of the 30's! It is a 10.<br /><br />This was the first movie I saw at New York's Museum of Modern Art, around 1970 (I was a teenager). Expensive looking yet with scenes of such poverty, masterfully photographed, often thrilling, and always engaging, to me it was MGM movie-making at its best. What did audiences feel when they glimpsed a locust attack, the person by person destruction of a mansion, the horrific poverty and then the splendor of wealth.<br /><br />Last week, those watching the Academy Awards had a glimpse of the ""senior"" Oscar winner in attendance, Luise Rainer. How grand to see an actress who arguably delivered one of the most masterful, haunting performances in history electing to return for a celebration.<br /><br />Ok, so she should not have won the year before (Great Ziegfeld), but don't blame Luise. Talkies were only a decade old when this was released, and her dialogue limited. But as Olan, her use of visual and vocal is memorable.<br /><br />Large scale and touching, what more could a movie lover want!",positive
"i am rarely moved to make these kind of comments BUT after sitting through most of rankin's dreadful movie i feel like i have really earned the right to say what i feel about it! i couldn't actually make it right to the end, and became one of the half dozen or more walk outs (about 1/3rd of the audience) after the ragged plot, woeful dialogue and insulting characterisation became just too much to bear. this film is all pose and no art. all style and no substance. it is weighed down by dreadful acting, a genuinely dire script, indifferent cinematography and student-level production values. how it got funded, started, and finished is a mystery to me. i bet you a million quid it never goes on general release. the proper critics would tear it apart. a really bad film. shockingly bad. a really really really poor effort AND that is without even mentioning the gratuitous new-born-kitten-gets-dropped-into-a-deep-fat-fryer moment. totally meaningless, utterly lightweight, poorly put together; this movie is a dreadful embarrassment for uk cinema.",negative
"Two snipers travel deep in the jungles in search for their targets; a slimy South American drug-lord and a prominent general.<br /><br />Moderately successful at building a brooding atmosphere, Sniper is by most accounts a very solid thriller, taking it's time, establishing it's characters and their plight and climaxing in some good action sequences. Director Llosa isn't always successful at maintaining the sombre mood and could have tightened the story somewhat; some detours here don't add up to much. But this film is far better than his Stallone/Stone travesty The Specialist.<br /><br />Billy Zane, usually incredibly tiresome, does surprisingly well as the inexperienced Sniper teamed up with veteran Berenger. As for Berenger this film proved to be his last good big budget Hollywood venture. He can do these kind of roles in his sleep and he's very convincing here, reprising the role twice more in direct to DVD sequels.",positive
"Horrible waste of talent. Not even worth watching when there is absolutely nothing else to do. My hope against hope is that the actors at least got paid well. Anyway, if you're a fan of Heather's or Luke's, you'll be really disappointed by this big budget student film.",negative
"This is a very light headed comedy about a wonderful family that has a son called Pecker because he use to Peck at his Food. Pecker loves to take all kinds of pictures of the people in a small suburb of Baltimore, Md., and manages to get the attention of a group of photo art lovers from New York City. Pecker has a cute sister who goes simply nuts over SUGAR and is actually an ADDICT, taking spoonfuls of sugar from a bag. There are scenes of men showing off the lumps in their jockey's with grinding movements and gals doing pretty much the same. It is rather hard to keep your mind out of the gutter with this film, but who cares, it is only a film to give you a few laughs at a simple picture made in 1998.",positive
"O boy, was this really bad.<br /><br />I saw this on videotape.<br /><br />In scenes that had soundtrack music, it was hard to hear the dialog. When people were on the telephone, it was hard to hear the person on the other end. It appeared that at least two different kinds of film or video stock were used, because the colors and focus sometimes shifted drastically between edits. And there were a lot of out of focus shots that didn't seem intentional.<br /><br />One indicator of the budget (one of many) was when a news report comes on TV. There is just a ""news flash"" title card badly superimposed with a video effect onto a TV screen, and a voice-over by a newscaster. They couldn't shoot footage of a newscaster, and then actually show it on the TV?<br /><br />The movie starts off with a killer wearing surgical scrubs and mask, wielding a scalpel. Supposedly he's a paranoid schizophrenic who escapes from the hospital to avoid having a lobotomy performed on him.<br /><br />Students are let out of school for a break, and three young women decide to have a slumber party. Three guys decide to crash the party, and a geek named Science decides to crash it too. The slumber party is pretty boring, and the guys just keep showing up randomly wearing masks, taking the masks off, and then disappearing. The mother and father (the surgeon who was to do the lobotomy) of one of the girls keep showing up too. The killer knocks slices people's throats without anyone really noticing. The apparent lead of the movie more or less sleepwalks through the movie. Perhaps that was bad acting, or maybe it was intentional, since much of the movie is a nightmare, and some of it a nightmare within a nightmare.<br /><br />The ending is really horrible too.<br /><br />The best thing about the movie is the cheesy United Home Video VHS box art, which was revived for the DVD release (a double feature with Terror at Tenkiller). I honestly can't tell if it is a photo, or a painting, or a combination of both. The women pictured on the cover are not in the movie, and the clothing they're wearing is way more revealing than anything the women in the movie wore. The throat slicing on the cover is scarier than the ones in the movie - where people tend to affect a goofy pop-eyed look. For that matter, that's what the killer has most of the time: head cocked, and eyes bugging out, mugging for the camera. Frequently the scalpel was held up close to the camera in focus, while the killer's mask-covered face was in close-up but out of focus in the background.",negative
"First an explanation on what makes a great movie for me. Excitement about not knowing what is coming next will make me enjoy a movie the first time I watch it (case en point: Twister). There are also other things that go into a great first viewing such as good humor (John Candy in Uncle Buck and The Great Outdoors), good plot with good resolution (Madeline and Matilda), imaginative storytelling (all Star Wars episodes-George Lucas is THE MAN), and good music (again all Star Wars episodes, Wizard of Oz, Sound of Music). What makes me watch a movie at least six times in the theatre and buy a DVD or VHS tape? Characters. With that said, I present Cindy Lou Who and The Grinch. Excellent performance Taylor Momsen and Jim Carrey. The rest of the cast was very good, particularly Jeffery Tambor, Bill Irwin, Molly Shannon, Christine Baranski, and Josh Ryan Evans. But, every single scene with Cindy and The Grinch-together is excellent and very funny and/or heartwarming. Cindy Lou is my favorite character in this movie and the most compelling reason why the movie is better than the cartoon. The Grinch has a strong plot, good conflicts, and a very good theme (I can't get started because I don't want to spoil it). Jim Carrey was very funny as The Grinch-particularly when he interacted with Cindy. And the music! Wow! Excellent music by James Horner. I loved his selection of instruments and the compositions. Very good job Jim Carrey-I didn't know you could sing. Taylor Momsen! Whoa! Your voice is reason enough to see the movie at least once. On your solo - Where Are You Christmas - is your voice really as high as it sounds? Sounds like an F#? That is an obscene range for a 7-year old (obscene meant in the best possible way). Great job. This is the best performance by a child I have ever heard in a movie(Taylor beat out the Von Trapp Children-no small feat!). And now to the actors. Jim Carrey was great, funny, and, surprisingly very sensitive (this really showed through in his scenes with Taylor Momsen). Taylor Momsen's unspoken expressions(one of the secrets to a good acting performance) are very strong-she really becomes Cindy Lou Who. And when she does dialogue she is even stronger.<br /><br />******************************danger:spoiler alert********************* ***********************************************************************<br /><br />Examples: expression when she first sees The Grinch. This is a classic quote (""You're the the the"" and then filled in with the Grinch line ""da da da THE GRINCH-after which she topples into the sorter and then is rescued by The Grinch). The ""Thanks for saving me"" quote and subsequent response by The Grinch was also very good.<br /><br />My favorite part of the movie is when Cindy invites The Grinch to be Holiday Cheermeister. This scene is two excellent actors at their best interacting and expressing with each other. Little Taylor Momsen completely holds her own with Jim Carrey in this spot. I sincerely hope we see Taylor Momsen in many more films to come. All in all everything was great about this movie (except maybe the feet and noses).",positive
"For Muslim women in western Africa, married life at the hands of abusive husbands can be very hard . The community may not explicitly endorse such behaviour, but equally, they may not yet be ready to see it as criminal, an attitude which of course enables it to continue. Fortunately, the letter of the Cameroonian law promises equality to all, and this documentary follows the real life exploits of various female practitioners in the Cameroonian legal system as they attempt to secure justice for a number of women and children. What is notable (apart from the uplifting central story) is how, in spite of their informality, the courts are actually pragmatically progressive, if a case is actually bought. The program also gives a fascinating insight the whole Cameroonian life-style, which (aside from the awful crimes committed in the featured cases) seems amazingly emotional and joyous compared with that enjoyed by inhabitants of Europe or North America. And while I concede that this comment may betray naiveté on my part, this attitude appears to be captured in delightful pidgin-English they speak. Overall, this is a terrific little film, and much more fun to watch than you might imagine.",positive
"As a big Dostoyevsky fan, I had always been disappointed with Hollywood's halfhearted attempts to get into the Russian romantic aesthetic -- case in point, Yul Brynner as Dmitri Karamazov. I had thought the whole problem was a poor casting decisions, but then I saw Yul as Major Surov and changed my mind. When given an intelligent script to work with, he suddenly came alive and was as noble, sexy, and conflicted as you could ever want a Neurotic Russian Officer to be! So he was a better Dmitri as Major Surov than he was as Dmitri. But that's because writer Tabori actually gave Yul, as the Conflicted Russian Officer, the kind of Conflicted Russian Officer lines that are worthy of real literature, and that have real meaning and pathos in them. For example, a propos of folk music, he says musingly, ""You hear a man crying in the dark. And if you listen carefully enough, you know what he cries for. You look surprised, Lady Ashmore. Despite what you may have heard, tractors and Marxism aren't the only things the Russian cares for. There is always time for music.""<br /><br />Brilliant!!",positive
"One of the best,Lackawanna Blues<br /><br />Great movie,great cast,great music,this is one of those movies that is so good that when it is over you wish it would go on for another 90 minutes,I will w3atch this one many times. <br /><br />This is one of those movies that grabs you from the beginning and twist and slams you emotionally throughout the feature. The cast is extraordinary without the faintest hint of anyone being uncormfortable in their role. You get the sense that you're really there taking all this in. A great deal of care was given in the sets, costumes and music of the period. The relationship between the characters we meet is both simple and complicated as the movie goes on, but the steady performance of Ms. Merkerson is so powerful that the movie ends before we've had our fill of the wonderful misfits. To single out anyone other than ""Nanny"" is an injustice because we have very good performances by great veteran actors including:<br /><br />Jeffery Wright, Jimmy Smits, Terrence Howard and Delroy Lindo. But it is Marcus Franklin, Macy Gray and Ms. Merkerson that makes this a wonderful experience.<br /><br />The movie moves rapidly and is short by todays standards, but it is without question one of the best movies you're going to see this year. If you like good period pieces that will challenge you emotionally, tug at your heart, lift you joyfully and have you tapping your feet at the same time, then this is the movie for you. I've shown it to several friends and they all want my copy, that says it all, the movie is that good. Check it out for yourself.<br /><br />danceability-1, Amsterdam Holland",positive
