urlDrugName,rating,Review,score
pristiq,9,pristiq depression - It has helped greatly with my depression. I had taken Wellburin for years and it stopped working. Pristiq has helped get my life back. I had terrible side effects for 2-3 weeks. I couldn't think straight and could not sleep. My doctor suggested taking the pill every other day until I felt like I could handle the dosing. I am glad I stuck with it. Feeling better,high
retin-a,10,"retin-a minor acne - My skin stopped breaking out as often and became much softer and smoother. The color really improved as well - much less blotchy and more ""dewy."" Very dry skin. A lot of peeling. After washing my face with a gentle cleanser, I would wait 20 minutes and then put on the cream. I would then wait another 20 minutes and put some lotion on because the tretnoin was just too drying.",high
naproxen,1,"naproxen frozen shoulder - the medication did not benefit my shoulder pain at all.  The orthopedic doctor felt it would eventually kick in, but for me, it never did and didn't do anything to help.  It had adverse affects.  He was a very caring doctor who was trying to lessen the severe pain I experienced. the treatment caused my blood pressure to increase quickly - within a week or so - to very high blood pressure.  I found that I was very nervous and felt horrid, dizzy.  I went to a GP who took me off of it. the treatment was for a frozen shoulder.  I had a lot of pain and could not sleep at night on my back or side. I could only sleep sitting up for a few hours at a time. It was hard to move.  Physical therapy eventually helped and taking Tylenol products.  I had many sleepless nights.  I went off the medication after three weeks since the effects for me were not helpful and had terrible side effects.",Low
seasonique,3,"seasonique birth control - Well, I didnt have any babies, so I guess Seasonique did its job. My pimples cleard up. Horrible HORRIBLE nausea for the first month or so. And I would vomit almost everyday, whether I ate something or not, it didnt matter, it was coming up. Sometimes eatting something would help, and sometimes I actually didnt throw up. But if I didnt eat anything, then it was guarenteed I would be paying a visit to my good friend: the toilet. I would usually take my pill at 8 in the morning, and the nausea would finally end around 3pm. This happned EVERYDAY. But around month 2 is where it would be ok, till month three, where I would have light spotting, then it would get heavier and heavier till it was as if I was having a full blown period. I have taken this about 3 different times, for three months at a time because thats what the doctor gave me. But this past time of taking it, I remember thinking ""This is so not worth it!"" as I couched over the toilet. So I recently switched to Ortho Cyclen and and going to test this one out to see if its any better. 

Seasonique is not bad, perhaps it was just me with the horrible side effects, but I will probably never take this ever again.",Low
enablex,1,"enablex bladder control - There were no benefits. Over-active bladder continued as is. No side effects. Enablex was the 4th in a series of bladder control medications that I was
given over a 2 month period. It had no effect whatsoever on my condition.",Low
propecia,8,"propecia hair loss - I found that the Propecia did seem to counteract my hair loss. However, it did not do much for the hair I had already lost. I've been taking it for three years now and I have not seen any more receding, and my hair seems thicker than it used to be. They say that a major side effect could be impotence and a loss of sexual desire, but I did not experience either of those. Other than that, I can not really think of any other side effects I have experienced with Propecia over the last three years. I take one pill each day. Sometimes when my prescription runs out, I am forced to miss a few days, but I do not notice any changes as I think the medicine takes a longer time to work and stop working. I've worked it into my daily routine and although I do not like having to take a pill every day at 22 it has not been a problem.",high
effexor-xr,3,"effexor-xr depression - Instead of curing my depression, this drug made me feel completely flat. Besides the extreme flatness, there were not many at time of treatment; however, I had severe cramps and diarrhea getting off of it I had been on Zoloft for 5 years with no problems. After a while it had been less effective, and my doctor cycled me rapidly through other drugs that did not work well. I had been inpatient for a week because treatment had been going so poorly. So this drug seemed better, compared to that, for a while, but gradually I noticed that I didn't so much feel better as that I just didn't feel anything at all.",Low
galzin,3,"galzin wilson diseaes - My daughter and I both suffer from Wilson Disease, we had taken Galzin for more than five years.  But my daughter had especially bad stomach nausea and vomitting.  We had made the switch over to Gluzin for a year now, and she no longer has any upset stomach. Galzin has bad GI effects, upset stomach, vomitting, and LONG wait before and after meals. Took 50 MG three times a day.",Low
dicyclomine,7,"dicyclomine ibs - helps with ibs-c slightly ""drugged"" feeling, went away after a few days supposed to take one tablet before each meal and one at bedtime. i take only one at bedtime and have still had considerable success w/ibs symptoms. i also supplement with acacia powder, apple cider vinegar, acidophilus supplements, and magnesium supplements.",high
prozac,9,"prozac ocd - Patient expressed decrease in compulsory acts and a general improvement in mental stability. Also to note, patient showed a general improvement in social and educational functions as expressed in an academic report. Increased insomnia with a decrease in appetite, as common with this medication. The patient was asked to participate in active counseling in addition to the medication. Some of the compulsions appear to correlate to stress induced anxiety, so the patient was urged to stop, breathe, relax, before attempting a stressful (or habitual) activity.  I also found it necessary to inform the patient of the current paradigm on his condition as well as offer alternative treatments.",high
adipex-p,9,"adipex-p appetite suppression - decrease in appetite and increase in energy dry mouth, decreased sleep while taking it did a good job decreasing appetite but when it was stopped appetite increased substatially.",high
xanax,8,"xanax insomnia - I used it for sleep aid as ambien or lunesta never worked for me. I took a half a pill before bed and put me right to sleep. Never had any crazy dreams or sleep-walking episodes. Worked great as a sleep aid. Sometimes felt a little tired in morning, sometimes groggy. But nothing a latte can't fix. Took it before bed so I could fall asleep. Never woke up in the middle of the night.",high
prozac,8,"prozac depression - Taking Prozac has helped me to live a normal life. I was having a serious bout of depression when I first started taking Prozac, and the drug lifted the symptoms of extreme hopelessness and racing negative thoughts. I've tried to go off the medication but whenever I do, negative thoughts and the resulting emotions return. When I resume taking Prozac, the symptoms subside. The medicine allows me to challenge thoughts rather than react to them. I have problems sleeping--not falling asleep but staying asleep. I sometimes feel nervous (that is, nervous energy, not anxiety). I'd also say that Prozac can make me feel numb, but it's better than being severely depressed. Overall, the side effects aren't bad enough for me to stop treatment or look for another medication. I've been taking 40 mg. of Prozac once a day for about 20 years (I started taking it about the time it first became available.)",high
deltasone,10,deltasone severe poison ivy all over face - it cleared away my face from poison ivy basically over night. there were no side effects. i went to the doctors on Thursday.  my throat hurt real bad and i pretty much knew i had strep throat because i have had it before.  so they told me to take amoxacillin 500mg every 8 hours.  it worked real good next day throat felt ten times better but still have to take it until the bottle runs out so it doesnt come back.  so come sunday night i wake up in the middle of the night itching my forehead.  i woke up looked like a rash.  went back to bed and woke up in the morning and still there.  it scared me a little bit thought it was an allergic reaction so i went to the doc and she told me she didnt know 100% if it was an allergic reaction to amoxacillin or if it was strep throat.  so switched my anibiotics and got hydroxyzine for itch relief but nothing for the rash itself!  so next day kept getting worse and wosre finally that night i went to the er and a different doctor told me it wasnt medicine related at all and thought it was poison ivy which i get a lot!  it didnt look like any poison ivy ive ever had though.  so they gave me a prednisone shot in the butt and pills for the next five days.  the next morning it was pretty much clear whatever it was i dont care because it gone and doesnt bother me anymore.  prednisone worked great for me.,high
aldactone,10,"aldactone adult acne - Results were almost immediate. My mild cystic acne went away just after taking the pills for a week. Two months later, it's still gone. I felt a little light-headed for the first 2-3 days. Otherwise, none. I've had mild cystic acne as long as I can remember. The only time I didn't was when I was on BC pills. Over the course of 7 years, I've taken doxycyline, minocin and Doryx, all which initially helped somewhat. From the beginning, I tried to get my dermatologists to address the hormonal angle. Seven years later, someone finally listened. A couple months ago I started on 75 mg once a day and have had no breakouts since. Not sure how long she'll keep me on this regimen.",high
septra,5,"septra prevention of pcp pneumonia while on chemo - The baby did not contract PCP pneumonia. However, he was most likely never exposed to it either. Its effectiveness then is unknown. Baby had a facial rash during the use of this drug. Other possible side effects are yet unknown as he has only recently discontinued use. Rash has yet to clear up after one week off the drug. The rash may not be an actual side effect of the drug, though it has been shown in studies to be. The drug was given to prevent PCP pneumonia while the baby had a compromised immune system due to receiving a course of chemotherapy.",high
prozac,10,"prozac depression - better able to handle everyday situations without spikes in temper
I usually woke up between 3-5 times a night. With the Prozac my sleep was less interrupted. 
I also had less stretches of times when I felt depressed and just wanted to sleep to get thru another day. All in all the Prozac helped me to rationally look at my life and make decisions. My outlook brightened. none 20mg prozac once a day",high
selegiline,7,"selegiline attention deficit problems, concentration difficul - During the first two weeks no notable benefits, but after that there was a distinct difference; the brain fog seemed to have disappeared, general mental state and motivation improved. However, there was no significant change as to the ability to concentrate which continued to be as poor as before. On doctor's advice the dosage was increased to 20mg per day but due to side-effects on that dose had to return to the previous dose (10mg daily) On the larger dosage of 20mg per day: dizziness, rapid heart rate, general feeling  of nausea See as stated above. Since this drug didn't really work on add-symptoms as efficiently as was expected the patient will ask her neurologist for a prescription of either Ritalin or Concerta or something similar especially for improving concentration.",high
effexor,8,"effexor depression - Significant remission from a major depressive disorder that had been present throughout childhood and into my adult life. One day I just could not get out of bed - the depression was so bad that my father took me to the doctor who handed me a sample pack provided to him by a drug rep. The Effexor was a life saving medication. I did experience some  taking ignificant side effects as a result of taking effexor. THese included major sexual disfunction, chrinic tireness, apathy  and a numb state of being. I felt that the medication made me feel like I was just zombing through work and social life. I did not have a sex drive and found that I did not have any motivation to pursue sexual encounters. I did experience some  taking ignificant side effects as a result of taking effexor. THese included major sexual disfunction, chrinic tireness, apathy  and a numb state of being. I felt that the medication made me feel like I was just zombing through work and social life. I did not have a sex drive and found that I did not have any motivation to pursue sexual encounters.",high
protopic,10,protopic white spots on facial skin - White spots which appeared and were growing in size (and assumed to be infammatory) are gone None. Small amount of the ointment was applied twice per day for three weeks and the spots gradually reduced in size and dissapeared.  Because this is a very strong medication it was applied somewhat sparingly to be conservative and it still worked.,high
singulair,2,"singulair asthma, allergies - some reduction in lung inflammation Severe mood swings, depression, frequent lung infections I took singulair for years before I realized that it was not really doing much and I strongly suspect that it contributed to my severe depression and mood swings.  I have always had severe asthma and allergies and was hospitalized many times as a youngster.  I did have allergy shots which I truly think helped with my allergies.  When I got older, and inhaled cortisteroids were invented I started taking them, along with Singulair.  I was told that it was the ""most benign medication that I was on"" so I never thought twice about popping that small pill each day.  I suffered from frequent chest infections - that is a side effect of the singulair since it blocks the leuketrines that react and cause inflammation.  When I was 25, I started having severe mood swings and had to start taking an anti-depressant.  I continued the singulair without any thoughts.  However, after my third child, we were broke and I was trying to cut some medications down to save money and I stopped the singulair for a while.  I did notice that my asthma got worse so I figured oh well, have to start the Singulair again, that's when I started having the severe mood swings again.  I started doing some research online and read an article written by a mother who lost her son to suicide and attributed it to the singulair.  In my heart of hearts, I truly believe that more attention should be given to this drug, and it's affects on the brain.  I am no longer taking it and I am having much better luck with zyrtec.",Low
metformin,8,"metformin diabetes - Apparantly this drug helps to use the sugars be of use to the body, so my sugar levels went down. I had gastrointestinal upset, including diarrhea, cramps, and nausea. Since I took a combination of drugs when beginning treatment, I am not sure which one caused a weight gain. It is extremely difficult for me to shift a pound although I am absolutely stringent about my diet. took the pills as prescribed, worked through the nausea and got on with it.",high
paxil,2,"paxil recovery from a brainstem stroke - to treat depression commonly caused by stroke. They say stroke and being a woman, 99% chance of depression, like a roller coaster early on.. Made me feel like a zombie, slowed me in my emotional resilancy recovery and I also gained 10 lbs pretty fast.. To help me thru the early stages of the grief process in stroke recovery, which I guess it did, my emtotions were volatile at times, very hard time emotionally for a bit.  But I hated the numb feeling it gave me and worried me how I would react (if it would be too slow) if my kids had some sort of emergency..they were 5 and 6th grade at the time.",Low
duragesic,6,"duragesic rheumatoid arthritis joint pain, fibromyalgia - Relief from hip and shoulder pain, tingling painful feet in the mornings when I would first walk around. I also received relief from lower back pain and as such allowed for better sleep to occur. There is also comfort in knowing that as my illness progresses and as I age that relief is out there for me when and if I choose to use it again. Soemtimes the skin where the patch was placed became sore, itchy, red and inflamed. However, the most problematic side effect was during the transition phase between each 30 day prescription. For example, if the pharmacy did not have the product, I would have to go without a patch for a day or two I would experience withdrawal symptoms, jitteriness, crawling skin, sleeplessness with dizziness. The whole ordeal of getting in to see the doctor every 28 days, getting the prescription,, well, it all was getting so stessful I just went cold turkey and quit using them. Which, by the way, was pretty foolish because I had a difficult three days by myself to say the least. I was having considerable hip and shoulder pain.  Also, I had significant sciatic pain but the sciatica pain was not as chronic as the shoulder pain.  While using the fentanyl patch I was given facet block injections and as a result have had little problem with the sciatica.  The fentanyl patch also relieved tingling pins and nnedle like pain in my feet that I had in the mornings when I first woke up and put even a little of my weight down on my feet.  For me the patches served me for the time that I was using them.  I am however, glad that for now I do not currently use them.",high
methimazole,10,"methimazole hyperthyroidism - Am having very crisp vision ability, increased moments of clarity, thought seems much better, heart and leg irritation (nerves) calmed back to normal, (what I remember normal as). Still have moments where hyperthyroidism hits, but this is early in treatment, however, this drug took me from a very poor life, oversleeping, shaky, blurred vision, trembling hands, heart jumping out of chest life, and has made me feel very very normal. The side effects are not seen if any because if the exist they are better than this incredible terrifying experience of hyperthyroid episodes that were haunting, and devistated my life in many areas. Am drinking fluids, one of my side effects of the hyperthyroid was not being able to eat or hold down food, but very hungry all the time. I am on liquids and increase to solids slowly now. I saw my primary doc, and ER doctor all to be diagnosed as panic attacks. I lived on and off of valum, and other anti depressants, and nothing would ever control, only blanket my tremors and shaky clouded mind. One ER doctor decided to run the thyroid tests that came back positive for Hyperthyroidism. I saw a specialist who then immediately put me on Methimazole 10mg, 1 time a day untile iodine test can be done. Delerious as I was over a week ago, I held couch in lost world of confusion. Tonight my ears stopped popping, ringing is gone, heart beating nice. For this night I believe that the Methimazole is starting to work. I am not tired, and feel like going outside. Unbelievable. If this is the beginning to my life back, this drug has the key to sanity for the upcoming choices for long term treatment and care I must make soon. Note: Due to contrast given in CAT Scan, I must wait 6 weeks to undergo the iodine testing. I understood that the contrast would throw off test results. I assume or am prepared for a relapse because this is a very short time into treatment, but if this is a glimps of what clarity is ahead, a wonderful drug to be treated with.",high
singulair,2,"singulair chronic hives - The benefits of the treatment was that the hives that had been present for a minimum of three years were beginning to clear up.  The chronic itchiness that was associated with the hives also began to lessen.  The greatest benefit of taking Singular was that the overall hyper-sensitivity of my skin was finally beginning to lessen. The side effects of the treatment was extreme tiredness.  This antihistamine caused me to fall asleep at odd times throughout the day.  I am generally a high energy person but Singular caused me to fall asleep almost as soon as I sat down or stopped moving. After many tests and a variety of test treatments my dermatologist determined a course of Singular would be the best course of treatment for the chrnic hives I was suffering from.  

I began taking it as per his instructions (one tablet nightly before bed).  Within a matter of 2 days I began to feel incredibly tired.  By day 5 I found I was falling asleep at odd times throughout the day.  

I called the dermatologists office and was told to expect some tiredness and to continue with the treatment.  

At the end of one month the tiredness still hadn't subsided.  I returned to the dermatologists office and informed him I could no longer tolerate the side effects.

He stopped the treatment of Singular.",Low
reglan,1,"reglan nausea - Their were no benefits, after discharge, 2days later I ended up in an emergency room. I was allergic to the cipro which was causing the nausea and had a very bad adverse reaction to the Reglan. The emergency room doctor stopped them both & placed me on other drugs. I was extremely hyper, couldn't sit still, felt like I wanted to crawl out of my skin. Had abdominal surgery for diverticulitis, during procedure a hole was riped in the bowel. I was placed on a number of IV antibiotics, I was nausea the full 10 days in the hospital so 2 days before discharge they pt me on Reglan.",Low
duac,7,"duac acne - I've been taking Duac for 2 weeks, and I've found it considerably effective in reducing and preventing pimples, whiteheads, and blackheads. It is cosmetically appropriate and easy to put make-up over. I've had mild dryness/redness was was easily counteracted with a good moisturizer. I apply duac once a day to clean dry skin and follow with a moisturizer.",high
tylenol,8,"tylenol fever - Relieve pain and fever,muscle pain and also no sneezing.
Temerature was for 105 C for one week and found normal after taking
medicine in one week for one tablets three times a day. it is wonderful medicine
to get the normal position for headache,flu,cold and fever stomach uncomfort, urticaria flu and cold, took one tablets three times a day and found normal within one week",high
duragesic,2,"duragesic cancer related pain - The Fentanyl patch helped some with pain, however, the patient was still in considerable pain. On the 4th day on the medication the patient who had been very responsive and alert was groggy, not alert and fell several times in attempts to go to the bathroom, something he had no problem with proir to the medication.  In attempting to assist the patient, it was evident that his heart was beating rapidly and he was in a cold sweat.  He died on the 5th day on the medication. The patient was suffering from cancer of the esophagus, which was in an advanced state at the time of diagnosis.  The patient was to begin treatment for cancer the day following his death.  He had received a feeding tube through his stomach and was sent home from the hospital with a perscription for Fentanyl patches for pain.  He had previously been taking a much milder medication.  The patient rapidly deteriorated and died within 6 days of receiving the feeding tube and within 5 days of beginning the Fentanyl patch for pain.",Low
singulair,1,"singulair asthma - none Severe neuropsychiatric side effects, including suicide ideation, nightmares, hallucinations, horrible headaches, anger/hostility, reckless/abnormal behavior, dilated pupils, fatigue, pain in joints. This drug is poison and should not be given to children.  My daughter was prescribed this for mild asthma.  Doctors don't know or don't care about the dangerous, life-threatening side effects of this drug.  This is Merck's biggest money maker.  There are much more effective, less dangerous treatments for asthma.  Spread the word.  Get active.",Low
cymbalta,7,"cymbalta depression - Less pain, better mood Constipation Took cymbalta once a day every day",high
depo-provera,8,"depo-provera birth control - The main benefits were absolutely no pregnancy and no menstrual cycles. The main side effects, which I noticed more predominately in the later stage of treatment was the contast hunger and weight gain as the result, moderate acne, and depression (I am still being treated for depression so this may not be due to depo, but it is actually one of the side effects). I started depo-provera when I was 15 years old and continued treatment for five years and then stopped treatment at the suggestion of my doctor to take a break from it.  During the first ive years on depo, I had no adverse effects I maintained a constant weight of 112-1/2 pounds throughout the entire five years.  I started depo again at the age of 23 and was fine and maintained a constant weight until they switched me to the generic version at the age of 27 from that point on I struggled with constant hunger rapid weight gain and struggling to keep it under control, acne is another of the side effects I experienced after the switch to generic and depression.  The depression could be the result of fluxuating weight and acne or heredity.  I stopped depo treatment and switched to the copper IUD in November of 2007 and since then the constant hunger has stopped, I have already lost 10 pounds without really trying and the acne is beginning to decrease.  I still am receiving treatment for depression at the moment.  Hopefully, this will help you in your birth control decision.",high
elidel,8,"elidel hypothryoid-related dry skin - Elidel reduced my dry skin by about 80-85%. It increased exfoliation, which is very slowed down in hypothyroid-related dry skin, got rid of many of the blocked pores due to poor exfoliation, and stopped the vast majority of the flaking, burning, and redness I had suffered from before I used it. The first week I used Elidel I got some flu-like symptoms, as warned on the package insert. It stands to reason that Elidel would make one very sun-sensitive, as it shuts down the skin's immune system; I didn't have a problem with this, as I always wore sunscreen, but it made me nervous. As I understand it, Elidel isn't formulated to help the skin help itself; instead it just shuts off the skin's erroneous response. For some skin conditions, this is sufficient, but it wasn't for me. After washing my face with gentle cleanser, I applied a small amount of Elidel to my entire face, before following up with a moisturizer (or two), then sunscreen.",high
nuvaring,10,"nuvaring birth control - Nuvaring is so easy for my because I never have to worry if I forgot to take my pill. I am very forgetful and this has been a great choice for birth control. I haven't had any at all. Once a month you insert the ring vaginally and leave it there for 3 weeks, replace after your period is over.",high
wellbutrin,5,"wellbutrin depression - mood improved slightly, mental energy increased slightly, but felt different than from a stimulant such as caffeine. dry mouth was mild. Aggression was significant. I became very quick tempered, which in uncharacteristic for my personality type. Libido was not improved. I have a ""slow"" brain. Specifically I have what soem researchers refer to as ""sluggish cognitive tempo"". Taking a drug that has some dopaminergic activity could theoretically improve certain parts of the symptomology.",high
lyrica,8,"lyrica chronic pain - I experienced a Reduction in my chronic pain by about  fifty per cent once i was takiing the maximum dose of 300mg twice per day.I have this chronic pain for the past 19 years and have tried everything.  This is the first time that anything has made any difference. When I first started on the maximum dose of 300 mg twice a day I did experience dizziness,mild muscle twitching, short term memory problems and constipation.  The dizziness and muscle twitching did ease off after about 6 weeks but I still have constipation and seem to have difficulty remembering certain things. I started on 50 mg twice daily and I was got no reduction in pain, my doctor gradually increased the dose to 300mg twice daily. Once I was on the maximum dose, I started to experience some dizziness etc as outlined above.  However some of the  Side effects became less obvious after about 6 weeks on the maximum dose.  It was worth it because I was feeling a reduction in my pain levels for the first time in 19 years",high
diclofenac,8,"diclofenac arthritis - I had side effects from taking Celebrex so doctor changed to this one. Marked difference in pain (relief) and ability to have better use of hands. none i have degenerative osteoarthritis in both thumb joints. They become very inflamed after use and will at points just stop working (can't hold anything)
The use of the diclofenic greatly reduces the inflamation and allows me to use my hands for longer periods of time. I am undergoing plasma injection therapy at this time and its a requirement to stop taking all anti-inflamatories one week prior to treatment. Long week. Hands were much more inflamed and irritated without the use of diclofenac.",high
vicodin,8,vicodin burn from motorcycle accident - The treatment made the pain of the accident bareable. The paid seised for six hours before another dosage was needed. The treatment was effective for reducing paid however I felt extremely depressed while taking the dosage. I had emotional swings and did not want to leave the house which is not common for me. Once I was no longer taking the drug I was back to normal. I took the prescription for one week when my burn started to heal.,high
clonazepam,3,"clonazepam blepharospasm - Very slight reduction in muscle spasms around eyes.  Ended up also getting light Botox injections in eyelid muscles.  This combo therapy has not resulted in a total cessation of eyelid spasms, but has reduced them enough so that I can drive again (the main disability caused by the blepharospasm).  Taking the clonazepam at night also helps me get a better night's rest than before I took it. The first few days I took it I was dizzy and very sleepy.  However, those side effects have now subsided. Take 1 MG tab at night before bed.  As mentioned above, also got Botox injections to reduce eyelid spasmx.",Low
wellbutrin,8,"wellbutrin depression/post-partum - Less aggrivation,less anxiety,less worrying,less overall depression. Irritability at times and difficulty sleeping,heart palpitations and some sexual dysfunction. I have had post-partum depression severely with each of my children.(I have 3.) In addition to the Bi-Polar disorder I have lived with most of my life. The post-partum is very scary.I knew before my 3rd child was born what I would be in for,so I was ready this time and armed with Wellbutrin.It is definitely not a cure-all, more like a bandaid,but the bandaid helped get us through the last 8 months,while being more able to work on the root of the problems through counseling.",high
levaquin,10,"levaquin hemorrhagic cystitis - bleeding stopped in 48hrs, severe urgency and frequency stopped in 24hrs.Urine was clear grossly not red as it was on the fist day. I didn't have to run to void after the first day. I could wait the normal time after the begining of the urge. The frequency reduced to the usual of a few times in 24 hours depending on how much I drank. none noticed cystoscopy at 48 hours showed many mucosal bladder hemorrhages. Drank more liquids and fresh fruits, and took it easy in activities. Drank no wine, and stayed close to toilet for 24 hours!",high
effexor-xr,9,"effexor-xr high level anxiety/depression - Unlike other anti-depressents which appeared to completely depress all emotional feeling and expression and lower energy levels, this drug appeared to free the patient from the high level of anxiety while allowing 'normal' emotional functioning. It appeared to stabalise the situation without comprimising the patients ability to perform normal work functions. There was some drowsiness after taking the capsule, and therefore it was taken at night. One capsule per day, taken in the evening.",high
zyrtec,6,"zyrtec skin allergy - I suffer from itching from different causes - clothes, shower gel, even just hot water. In about forty mins from taking the drug, the itching stops. The skin redness subsides within 2 or 3 hours, however not entirely. The effects last for nearly full day. none 1 pill a day (night time preferably)",high
wellbutrin-sr,10,"wellbutrin-sr add - Wellbutrin offers a stable, constant release of medication that by inhibiting the reuptake of dopamine, serotonin, and norepinephrine results in more dopamine, serotonin, and norepinephrine to transmit messages to other nerves. Two brain chemicals in particular�dopamine and norepinephrine�are believed to play an important role in the ability to focus and pay attention to tasks. Sometimes, I find I'm a little more tired when I miss a day. I was diagnosed with Attention Deficient Disorder 13 years ago, a year after it was discovered that my daughter, then six, had the disorder. Prior to beginning a medication regiment to treat my disorder, I had tendencies toward impulsiveness, and difficulty staying on task, which affected many areas of my life. I have been able to achieve career and personal success that I know would not have been possible prior to taking the medication.",high
valtrex,7,"valtrex herpes - The product was used to clear up a primary outbreak of herpes.  It was said to speed up the process of healing.  I took the product for the prescribed amount of time and can say that it did shorten the timeframe in half. The first coupel of day, there was nausausness and some tiredness. take one pill orally once per day for two weeks.",high
topamax,9,"topamax weight loss - Topamax decrease my appetite significantly.  I lost an average of 15 pounds per month while taking the 50 mg/day. I had no side effects during the course of the treatment, the only real drawback was the need to taper off the drug slowly rather than just being able to stop taking it. I experienced no side effects. IT took a month to find the correct dosage for me, since the doctor started out at lower dosages and worked up to the 50/mg per day.  
As I neared a better weight, the doctor began tapering off and the weight loss significantly slowed and in fact stopped before I was able to stop taking the medication.",high
metformin,8,"metformin polycystic ovarian syndrome - Improved facial acne, lowered blood glucose a little Mild gastrointestinal issues that subsided after the first few weeks. Received metformin to treat PCOS. It improved facial acne. However, other anticipated benefits did not occur (no ovulation after going off oral contraceptives). However, given other long-term benefits of metformin (may act as an anti-cancer agent), I rate this drug highly, since I did not experience any side effects after the first few weeks.",high
ambien-cr,6,"ambien-cr insomnia - Helped to fall asleep. No noticeable side effects, however, time release formula does not seem to work. Drug works for 4 or 5 hours then I wake up as usual in the middle of the night. I take this in an attempt to stay asleep like the drug promises. I rarely have trouble falling asleep. With Ambien CR, I fall asleep very quickly but still wake up most nights after 4 or 5 hours of sleeping. Therefore, the time release formula does not seem to work with me. In addition, this drug is unbelievably expensive. All in all, neither effective no priced within reason. I would not recommend.",high
sarafem,6,"sarafem depression - Releived moderate depression initially, and helped with anger and irritability control. Sleeping too much, night sweats, vivid dreams, felt emotionally numb, cravings for carbohydrates and overeating, and had decreased libido. Started on 20 mg dose for 2 weeks, then increased to 40 mg.  After 4 months the benefits decreased dramatically so switched to another drug, bupropion, but still taking 20 mg of fluoxetine daily.",high
doryx,9,"doryx acne - The treatment benefits are:  it controlled my acne and prevented any breakouts. 
The treatment also subsiede the present acne at the time of intake. My skin has cleared and there are no more pustules on my face. There were no side effects. The important thing is to take it immediaely after dinner. You have to have a full stomach because taking it without any solid food in the stomach couls give you an upset stomach. The treatment details are simply a taking one tablet daily with dinner or immediately after for a period of thirty days. AFter 30 days, you take it in again at least for another three weeks and then gradually decreasing do there won't be any flair in the effectiveness of the drug.",high
synthroid,10,"synthroid underactive thyroid - Stabilized and regulated the levels of thyroxin in my body. None. One pill per day, standard. I'd like to point out that the Brand Name drug works fine, but the generic versions are not as good. I have had the same problem with some other drugs (primarily antibiotics)where the generic was not effective but the brand name product worked fine.",high
vistaril,1,vistaril anxiety - I suffer from an anxiety disorder and have tried several medications. So far Clonazepam has helped me the best. I would have anxiety attacts more often on Vistaril then any other medications. I have had no side effects from Clonazepam. I take the medication three times daily and I see a doctor once a week to see how I am doind as far as medications and to get therapy.,Low
methotrexate,6,"methotrexate psoriasis - 95% cleared chronic severe psoriasis from scalp to feet. Extremely easy to administer. nausea, fatigue, elevated white blood cells, low side of normal liver lab results. took 10 mg every 3 hours for a total dose of 30 mg/wk. Initially started with 15 mg/wk but became tolerant and had to move up to 30 mg/wk",high
wellbutrin-sr,9,wellbutrin-sr depression - It helped with depression and suicidal thoughts.  I was able to sleep better and deal with anxiety and stress better. dry mouth was the worst side effect but since I should drink more water anyway it was a mixed blessing. Effexor and Wellbutrin kept my depression under control - I took more during the winter months and less the rest of the year.,high
adderall,10,"adderall depression/add - I failed out of school three times before I started to take Adderall.  University once and a local college twice, in two different programs.  Went back and my grades went from D's and F's to B's.  I was able to concentrate and retain information.  I don't have the fatigue, I had and I want to get the day going, instead of laying in bed for as long as I could.  Literally changed my life. Insomnia, dry mouth, appetite loss. 30mg slow release in the morning.",high
strattera,7,"strattera adhd (predominantly inattentive) - The ""head made of air"" feeling I tend to have goes away:I become more attentive, much more aware of my surroundings, feel much more grounded in the ""here/now"", and much better able to focus. My mind stops trying to jump from one subject to another every second; memory retention/recall improves DRAMATICALLY. I also find it FAR easier to fall asleep at night, seem to sleep better, and seem to be far more emotionally stable. I also do not ""crash"" from it later in the day like my former (stimulant) meds. Also does not appear to be physically addictive. Severe grogginess, often accompanied by lightheadedness, upset stomach/nausea - ALL aggravated by sleep loss or lack of food, become slightly less severe after I'd been on it again for a couple of weeks. Severe grogginess was slightly alleviated by caffeine (espresso) or some rest (nap) or both. Best solution appears to be to take the meds with or after food, and to attempt to get a decent amount of sleep. Also notice a certain level of dependence (NOT actual addiction though) - mostly due to return of symptoms in medication's absence. I may also have dry mouth, but I'm not sure if that's the meds or if I'm not drinking enough water. Best way I've discovered to eliminate the side effects is to eat a protein-rich breakfast (usually egg/ham/cheese sandwich for me), then WAIT for at least a few minutes -anywhere from 15 to 60 or more- before taking the medication. Seems to retain efficacy, COMPLETELY eliminate stomach problems and GREATLY reduce grogginess -though that also seems to be partly dependent on how much sleep I get (minimum of 6 hours, preferably 8 or 9). Now that I discovered this trick, I am feeling MUCH better and no longer considering abandoning the medication! I like that it helps with sleeping quality on top of helping me focus, remember, and feel more aware of surroundings. Would cry now if I had to go back to not using it - I almost can't function without medication, and the non-stimulant allows me to sleep SO much better and I do not ""crash"" from it!",high
protonix,10,"protonix chronic heartburn - The heartburn was unrelenting and multiple over the counter acid reducers were tried including taking the generic Over-The-Counter Prilosec twice per day. None of these medications seemed to caused any reduction in heartburn. After starting the Prontonix symptoms disappeared entirely within the first 24 hours. After starting the Protonix I was again able to eat and enjoy any type of food without heartburn, epigastric pain and nausea. There were no side effects. Protonix is taken once per day either with or without food. I take my prescription as bedtime.",high
